,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales
10,600030.SH,20170429,20170429,20170331,1,4,12116908400.0,54384603314.34,49524768329.17,7812711706.09,,122218065450.38,168360997771.04,,,,,,4074519331.76,,,,35336600169.24,,,,,79782235808.34,,,83561548536.94,,4039663662.04,67455031.35,,5525480785.57,,3836601964.87,,,,,,3714499596.9,,10394337862.68,,2764289597.5,,,,122218065450.38,,,3994093802.78,,,,,1010258076.95,,,,85886955730.41,29042822555.45,,,624579060467.42,1122187684.55,5506675993.0,,,7420000000.0,35502990303.82,,,,125070014883.69,,9698783860.03,2875842407.3,2665187896.23,,,,,,,,126363575092.03,112242723.21,,,,82489647324.13,,,436351877.12,1811354732.74,,,,,3892910243.2,,,3963512034.64,,,,,,,,,,,,475701307946.82,,18845498092.1,,,3237112861.56,145640639659.04,148877752520.6,624579060467.42,,2956149817.34,,,62852222445.56,33046190573.52,35979276706.61,30790754184.52,,
11,600030.SH,20170323,20170323,20161231,1,4,12116908400.0,54458525943.56,47192292163.84,7812711706.09,,132856671386.69,159618951036.77,,,,,,4126158664.56,,,,33733140940.7,,,,,59175083006.03,,,84878505032.62,,3973851090.48,68148295.02,,4523622301.67,,3923260749.69,,,,,,3819579124.85,,10406168645.0,,2810852836.45,,,,,,,3780358384.16,,,,,1600050268.48,,,,100994211589.99,28882566680.69,,,597438839244.37,1121187684.55,3479478324.45,,,19550000000.0,31218323681.4,,,,121414243406.77,,9536565937.39,2432707803.46,2423119326.47,,,,,,,,134397672395.35,134170817.31,,,,70552174727.31,,,436351877.12,1565744279.34,,,,,2576590766.55,,,2998748055.68,,,,,,,,,,,,451650169507.47,,18796702027.8,,,3092723979.17,142695945757.73,145788669736.9,597438839244.37,,2318805516.44,,,65021193348.64,23123244132.56,21346229520.32,26466860904.0,,
12,600030.SH,20161029,20161029,20160930,1,4,12116908400.0,54449099299.95,46562622509.52,7524925348.06,,120107167302.13,129488030069.6,,,,,,3638682298.74,,,,33294946414.36,,,,,40574102336.08,,,86024279939.31,,3641113671.42,68841558.71,,3946619524.09,,3868990004.31,,,,,,3798743817.07,,10326596347.85,,2660132831.57,,,,,,,3939685264.92,,,,,1394565400.11,,,,89347143960.96,27920671960.1,,,547891868264.01,702510227.85,1579812807.68,,,7550030966.7,29906155803.62,,,,90017335950.79,,7827198915.74,2421544487.28,2433236480.0,,,,,,,,132269193337.95,95532644.65,,,,64631032470.21,,,436351877.12,1472983133.12,,,,,1960326913.53,,,2780072665.58,,,,,,,,,,,,405472549067.21,,17304239551.98,,,2946014232.14,139473304964.66,142419319196.8,547891868264.01,,1515509855.15,,,64611300901.83,36508070581.91,24247633224.75,35141597160.64,,
13,600030.SH,20160825,20160825,20160630,1,4,12116908400.0,54448996611.87,43882683322.88,7524925348.06,,145112452235.56,130061227722.2,,,,,,3867165546.48,,,,30962027617.32,,,,,39041730006.34,,,93368896791.35,,3737829917.89,69534822.38,,3076750387.73,,3900022967.6,,,,,,3868856179.11,,10307743403.55,,3065583334.5,,,,145112452235.56,,,4830209130.7,,,,,1088463488.93,,,,109842202365.48,25133314503.89,,,570058799507.67,1464908810.73,2623951340.12,,,6250000000.0,29194695418.74,,,,87298703198.25,,8127000046.97,2994047061.31,2293162055.47,,,,,,,,148897701847.17,40916366.39,,,,70379566156.22,,,436351877.12,1476900527.03,,,,,1684346470.72,,,8744328533.94,,,,,,,,,,,,431079947091.36,,17280354853.73,,,2758821908.99,136220030507.32,138978852416.31,570058799507.67,,966161970.78,,,57711569735.37,35988736220.66,26614962837.14,32558404544.04,,
14,600030.SH,20160430,20160430,20160331,1,4,12116908400.0,54450310806.96,46368185003.3,7524925348.06,,150195781746.18,140275185973.62,,,,,,4232590877.12,,,,30625390423.59,,,,,36317471948.75,,,102032635119.08,,4452727090.64,70228086.05,,4676456461.12,,3804822105.22,,,,,,3888477672.29,,10256170560.05,,3353491855.75,,,,,,,8578869579.02,,,,,1575894087.5,,,,116323601159.55,25388440624.64,,,584584869020.99,1578188555.45,4410156520.8,,,2033000000.0,24289445218.88,,,,124198761147.6,,9695525127.1,4006180689.1,3109471936.27,,,,,,,,151384493779.1,34615276.13,,,,71000919263.46,,,436351877.12,1623707724.4,,,,,2393367367.2,,,1880124019.42,,,,,,,,,,,,442763294095.91,,17226704377.18,,,2769569786.98,139052005138.1,141821574925.08,584584869020.99,,1364971202.6,,,57608017719.58,22640657715.43,11714297261.7,28974688332.18,,
15,600030.SH,20160324,20160324,20151231,1,4,12116908400.0,54449954200.12,44787070060.43,7524925348.06,,179318615528.22,136792397972.3,,,,,,3739109184.77,,,,33142172884.18,,,,,36770724336.33,,,92135085052.42,,4484163966.3,70921349.72,,3887699625.47,,3856120779.15,,,,,,3985413254.14,,10265277340.31,,3141287700.0,,,,,,,11594612661.95,,,,,3463395116.07,,,,116139213405.77,27414683210.17,,,616108242188.09,2912210359.06,4721631540.05,,,18033000000.0,25939454987.57,,,,127788536764.0,,9686035540.51,4618750957.81,3242287644.94,,,,,,,,150456676390.46,61651354.3,,,,72833198286.9,,,436351877.12,2542465505.34,,,,,4765283671.95,,,1945697504.67,,,,,,,,,,,,474371143708.19,,17174481582.43,,,2599311483.52,139137786996.38,141737098479.9,616108242188.09,,3084447405.34,,,75523402941.1,13937842495.66,12848079269.23,31539832054.28,,
16,600030.SH,20151030,20151030,20150930,1,4,12116908400.0,54357361550.76,45476708452.36,7092744698.99,,214378454167.43,127259614948.07,,,,,,3194555679.17,,,,36866406286.66,500000000.0,,,,38510468186.97,,,70609943985.47,,4159897155.36,71614613.41,,5113355520.53,,1395620339.02,,,,,,3940889021.73,,10599330822.5,,2297261436.65,,,,,,,15477922933.53,,,,,6105294665.09,,,,135325261120.79,32326075109.65,,,644168042630.55,1413055102.55,6193049100.57,,,2460000000.0,24281852131.99,,,,137639289072.95,,7811376757.53,4213806930.37,3503888062.32,,,,,,,,177333300480.79,63502949.2,,,,76637129098.65,,,,1806030284.28,,,,,3218407601.29,,,1927277485.35,,,,,,,,,,,,507812559272.42,,13127892037.98,,,2905836012.99,133449647345.14,136355483358.13,644168042630.55,,1278032205.05,,,59942373609.22,43745039259.74,18719617476.64,40590976737.94,,
17,600030.SH,20150825,20150825,20150630,1,4,12116908400.0,54353218732.3,41587742328.68,7092744698.99,,274540420116.64,168088525965.34,,,,,,3226842975.29,,,,49371176176.61,,,,,38980144372.42,,,54865737330.57,72331144.62,4375799077.4,72307877.08,,5120323195.19,,1342529604.24,,,,,,1760319659.07,,10508334750.72,,2076417223.47,,,,,,,13660746453.48,,,,,4088753180.66,,,,206288005925.23,40321958933.47,,,775505705874.52,1922922587.92,6741492970.0,,,211000000.0,32238051266.63,,,,168735501651.26,,7199787137.71,4653945858.94,2320624584.79,,,,,,,,254155178467.03,12768906.99,,,,69926294214.67,,,,2771319734.63,,,,,6915856642.74,,,5594916921.75,,,,,,,,,,,,642755134423.55,,13501901873.66,,,2458394338.97,130292177112.0,132750571450.97,775505705874.52,,1639661078.37,,,116349671278.55,27005325493.17,35239722371.75,43720751106.74,,
18,600030.SH,20150430,20150430,20150331,1,4,11016908400.0,34119220010.04,36469951184.77,7092744698.99,,136292777948.35,138720288214.01,,,,,,3406213092.99,,,,32901412108.97,,,,,43167653086.37,,,54037789942.43,142461343.29,4053993035.78,73001140.75,,5239239295.34,,1224413823.17,,,,,,1823618937.4,,10084043909.84,,3862673229.41,,,,,,,10322062108.67,,,,,4302427476.5,,,,95986466843.69,26195304716.07,,,568657000557.87,2319580823.16,7547472758.27,,,6676000000.0,41356248665.73,,,,131330109752.41,,6229895784.6,3547711806.78,2617660455.94,,,,,,,,134227370278.01,57931020.87,,,,55122383497.43,,,,3862422418.26,,,,,11690988555.35,,,2013786113.28,,,,,,,,,,,,462469647887.69,,13389259210.43,,,2196586548.5,103990766121.68,106187352670.18,568657000557.87,,1902682617.45,,,91370738415.53,27632193449.07,29951599073.42,23918486884.18,,
19,600030.SH,20150324,20150324,20141231,1,4,11016908400.0,34119220010.04,32710342319.16,7092744698.99,,109760826049.67,126185287786.5,,,,,,3152562573.13,,,,25047051230.19,,,,,42862895364.66,,,48836009433.03,142584585.7,3961995922.94,73694404.42,,3368712508.87,,1222323905.66,,,,,,1887274940.3,,10075152024.7,,2596285358.87,,,,,,,7281625994.35,,,,,3353095572.26,,,,76007566665.17,20833121559.65,,,479626450225.21,2314393176.37,4651415964.9,,,11751000000.0,31064971511.58,,,,124914446232.09,,5266610270.04,3295465130.94,1566572029.84,,,,,,,,101845837951.15,7791640.39,5000000000.0,,,43167362935.99,,,,2610454151.43,,,,,5339085013.32,,,1718394166.5,,,,,,,,,,,,378494965143.91,,13338581328.12,,,2032814814.6,99098670266.7,101131485081.3,479626450225.21,,820873510.39,,,74135256208.31,15683816361.65,17997658303.35,15983506666.02,,
20,600030.SH,20141031,20141031,20140930,1,4,11016908400.0,34368042152.68,30174388992.86,6439142432.99,,77702559138.5,103866221106.71,,23615272777.36,,,,2716254693.13,,,,17244880534.48,,,,,30702023736.55,,,38182308759.17,,3459474748.32,74387668.11,,3086708644.85,,1070129035.02,,,,,,1743003004.64,,10067849579.28,,1297189608.57,,,,,,,6481366456.56,,,,,620308456.38,,,,49814935959.77,13211601485.25,,,375706057342.75,1507000000.0,4177174076.8,,,14299000000.0,18308749992.94,,18640011999.29,,90553764272.13,,3518519024.09,1837585313.06,876928478.95,,,,,,,,75418670845.46,37982126.76,,,,32220131800.17,,,,1266909198.77,,,,,1896286768.38,,,6548175455.62,,,,,,,,,,,,281104777118.16,,11571743843.47,-815563169.41,,1846617572.0,92754662652.59,94601280224.59,375706057342.75,,,,,53776119395.12,23615272777.36,9997887765.74,18640011999.29,,
21,600030.SH,20140829,20140829,20140630,1,4,11016908400.0,33529568761.14,27935928362.8,6439142432.99,,60385262224.83,103983811780.74,,17336510594.36,,,,2685849567.03,,,,15007002392.08,,,,,28068525263.63,,,46167333316.06,,3553099244.71,75080931.78,,3182296619.63,,1079126079.84,,,,,,1803772322.7,,10067421209.56,,1278954648.11,,,,,,,5670046231.51,,,,,665871218.05,,,,39061422360.24,10752668443.68,,,339743807667.51,767000000.0,4883495388.94,,,8010000000.0,19867181545.87,,13871408168.82,,83821543026.8,,2884704912.26,1764369072.3,768808640.05,,,,,,,,57455440024.94,74654298.25,,,,32202317721.37,,,,871663521.13,,,,,1100363056.3,,,7964114531.96,,,,,,,,,,,,248305071512.58,,11521009733.45,-711648572.76,,1707827037.31,89730909117.62,91438736154.93,339743807667.51,,,,,38733844022.89,17336510594.36,11998007603.59,13871408168.82,,
22,600030.SH,20140430,20140430,20140331,1,4,11016908400.0,33253340475.4,26863762024.23,6439142432.99,,55467343281.03,90060651736.49,,17759227965.39,,,,2434913421.33,,,,17660201972.44,2400000000.0,,,,21956164292.62,,,42023456824.21,,3487407590.32,75774195.45,,1896327239.28,,3914445471.13,,,,,,1865237869.11,,10066931789.32,,1341448740.85,,,,,,,6311097643.4,,,,,904986745.52,,,,34542444293.72,10409995328.85,,,318987143173.83,5567000000.0,4229702785.79,,,11610000000.0,19075275750.67,,8565014322.16,,74077962278.56,,2932123672.02,2338272205.38,1173119443.19,,,,,,,,55763215558.9,59714024.59,,,,26261402972.62,,,,820790427.67,,,,,990189998.04,,,1486148850.98,,,,,,,,,,,,228995507981.58,,11453028000.27,-728865446.9,,1694319306.26,88297315885.99,89991635192.25,318987143173.83,,,,,39361526395.94,17759227965.39,14045575691.01,8565014322.16,,
23,600030.SH,20140328,20140328,20131231,1,4,11016908400.0,34094111852.78,25632130707.71,6439142432.99,,55679623473.02,69898019216.66,,9333213112.04,,,,2165506780.7,,,,12130321979.29,,,,,22091991844.47,,,25351175094.0,,14651014141.08,432348229.56,,879008686.15,,3637403628.1,,,,,,1915891288.09,,10047494513.2,,1323254389.82,,,,,,,6491367636.03,,,,,1024682746.07,,,,30916791184.91,9208530071.0,,,271354248951.82,567000000.0,2525220343.44,,,4710000000.0,19283110036.5,,5933935348.29,,55704255109.45,,3295862334.0,2203344456.76,890887986.47,,,,,,,,45196158517.76,61259657.45,,,,26177107880.67,,,,872286123.86,,,,,1326161064.03,,,1207435242.38,,,,,,,,,,,,181952153799.06,,11401723975.27,-895532627.82,,1713610411.83,87688484740.93,89402095152.76,271354248951.82,,,,,34301932193.54,9333213112.04,11998129698.0,5933935348.29,,
24,600030.SH,20131031,20131031,20130930,1,4,11016908400.0,34629988370.34,25611368328.94,5885189304.86,,54863859176.85,74157204039.76,,,,,,2091450177.28,,,,11782190470.75,,,,,15169127593.68,,,24146206110.85,,13134393313.26,435620749.86,,48414006387.59,,3625466935.4,,,,,,1783898211.9,,10665863277.08,,1071694156.75,,,,,,,5528857291.96,,,,,990350450.82,,,,28935878432.84,8426498576.0,31204115.16,,267860188343.79,,6534448281.13,,,7580000000.0,16833469555.9,,,,49344622678.92,,2900998738.34,1718384190.51,500079244.72,,,,,,,,49128847794.64,83143245.34,,,,26186390770.3,,,4944354.24,955827077.53,,,,,882275862.97,,,16822914202.95,,,,,,,,,2100000000.0,,,179476345997.49,,10424684744.87,-687625233.26,,1503328430.55,86880513915.75,88383842346.3,267860188343.79,,,,,,,,,,
25,600030.SH,20130830,20130830,20130630,1,4,11016908400.0,33659486174.57,24024482680.87,5885189304.86,,57585123175.4,47021909877.42,,,,,,1500109140.1,,,,9013948297.34,,,,,4975392583.4,,,23480815942.86,,20271968696.0,438893270.19,,29319910188.76,,3187979545.48,,,,,,146658951.04,,498944054.65,,837634487.47,,,,,,,402762887.88,,,,,403818143.43,,,,30048761131.26,6900722378.71,7401378.29,,199085869241.42,,871284509.34,,,5580000000.0,373998649.05,,,,25341001475.92,,1540021337.71,993303100.94,196002293.79,,,,,,,,37331713120.33,181285576.39,,,,21373663474.91,,,4944354.24,204930912.09,,,,,596962756.84,,,19913463649.12,,,,,,,,,,,,114502575210.67,,10424684744.87,-632176041.27,,204718766.85,84378575263.9,84583294030.75,199085869241.42,,,,,,,,,,
26,600030.SH,20130426,20130426,20130331,1,4,11016908400.0,34322417556.57,26195207447.07,5885189304.86,,49969373771.09,53404043382.13,,,,,,1341622848.95,,,,9570076739.7,,,,,2057940024.9,,,26298930212.5,,19711226840.31,399843606.83,,21379177744.04,,3280124743.03,,,,,,149531609.3,,500451454.98,,658550769.23,,,,,,,363274875.97,,,,,490500769.46,,,,28642995607.7,6179913959.58,7175503.28,,189574669392.42,,875054695.0,,,4500000000.0,113991914.39,,,,37059248773.85,,2290211749.19,943474048.13,179825476.39,,,,,,,,35576778244.42,161902073.85,,,,1500000000.0,,,4944354.24,142985065.96,,,,,677599751.47,,,18081333520.06,,,,,,,,,100000000.0,,,102107349666.95,,10424684744.87,-515972864.37,,138885136.47,87328434589.0,87467319725.47,189574669392.42,,,,,,,,,,
